date,instrument,prediction
2022-02-18,hg1s,0.55
2022-02-18,ng1s,0.55
2022-02-18,nq1s,0.55
2022-02-18,rb1s,0.55
2022-02-18,si1s,0.55
2022-02-21,fesx1s,0.55
2022-02-22,cl1s,0.55
2022-02-22,es1s,0.55
2022-02-22,fesx1s,0.55
2022-02-22,gc1s,0.55
2022-02-22,hg1s,0.55
2022-02-22,ng1s,0.55
2022-02-22,nq1s,0.55
2022-02-22,pl1s,0.55
2022-02-22,rb1s,0.55
2022-02-22,si1s,0.55
2022-02-23,cl1s,0.55
2022-02-23,es1s,0.55
2022-02-23,fesx1s,0.55
2022-02-23,hg1s,0.55
2022-02-23,ng1s,0.55
2022-02-23,nq1s,0.55
2022-02-23,pl1s,0.55
2022-02-23,rb1s,0.55
2022-02-23,si1s,0.55
2022-02-24,cl1s,0.55
2022-02-24,es1s,0.55
2022-02-24,fesx1s,0.55
2022-02-24,gc1s,0.55
2022-02-24,hg1s,0.55
2022-02-24,ng1s,0.55
2022-02-24,nq1s,0.55
2022-02-24,pl1s,0.55
2022-02-24,rb1s,0.55
2022-02-24,si1s,0.55
2022-02-25,cl1s,0.55
2022-02-25,es1s,0.55
2022-02-25,fesx1s,0.55
2022-02-25,gc1s,0.55
2022-02-25,hg1s,0.55
2022-02-25,ng1s,0.55
2022-02-25,nq1s,0.55
2022-02-25,pl1s,0.55
2022-02-25,rb1s,0.55
2022-02-25,si1s,0.55
2022-02-28,cl1s,0.55
2022-02-28,es1s,0.55
2022-02-28,fesx1s,0.55
2022-02-28,hg1s,0.55
2022-02-28,ng1s,0.55
2022-02-28,nq1s,0.55
2022-02-28,pl1s,0.55
2022-02-28,rb1s,0.55
2022-02-28,si1s,0.55
2022-03-01,es1s,0.55
2022-03-01,fesx1s,0.55
2022-03-01,hg1s,0.55
2022-03-01,ng1s,0.55
2022-03-01,nq1s,0.55
2022-03-01,pl1s,0.55
2022-03-01,rb1s,0.55
2022-03-01,si1s,0.55
2022-03-02,es1s,0.55
2022-03-02,fesx1s,0.55
2022-03-02,hg1s,0.55
2022-03-02,ng1s,0.55
2022-03-02,nq1s,0.55
2022-03-02,pl1s,0.55
2022-03-02,rb1s,0.55
2022-03-02,si1s,0.55
2022-03-03,cl1s,0.55
2022-03-03,es1s,0.55
2022-03-03,fesx1s,0.55
2022-03-03,gc1s,0.55
2022-03-03,hg1s,0.55
2022-03-03,ng1s,0.55
2022-03-03,nq1s,0.55
2022-03-03,pl1s,0.55
2022-03-03,rb1s,0.55
2022-03-03,si1s,0.55
2022-03-04,es1s,0.55
2022-03-04,fesx1s,0.55
2022-03-04,hg1s,0.55
2022-03-04,ng1s,0.55
2022-03-04,nq1s,0.55
2022-03-04,pl1s,0.55
2022-03-04,rb1s,0.55
2022-03-04,si1s,0.55
2022-03-07,es1s,0.55
2022-03-07,fesx1s,0.55
2022-03-07,hg1s,0.55
2022-03-07,ng1s,0.55
2022-03-07,nq1s,0.55
2022-03-07,pl1s,0.55
2022-03-07,rb1s,0.55
2022-03-07,si1s,0.55
2022-03-08,es1s,0.55
2022-03-08,fesx1s,0.55
2022-03-08,hg1s,0.55
2022-03-08,ng1s,0.55
2022-03-08,nq1s,0.55
2022-03-08,pl1s,0.55
2022-03-08,rb1s,0.55
2022-03-09,es1s,0.55
2022-03-09,fesx1s,0.55
2022-03-09,hg1s,0.55
2022-03-09,ng1s,0.55
2022-03-09,nq1s,0.55
2022-03-09,pl1s,0.55
2022-03-09,rb1s,0.55
2022-03-09,si1s,0.55
2022-03-10,es1s,0.55
2022-03-10,fesx1s,0.55
2022-03-10,hg1s,0.55
2022-03-10,ng1s,0.55
2022-03-10,nq1s,0.55
2022-03-10,pl1s,0.55
2022-03-10,rb1s,0.55
2022-03-11,es1s,0.55
2022-03-11,fesx1s,0.55
2022-03-11,hg1s,0.55
2022-03-11,ng1s,0.55
2022-03-11,nq1s,0.55
2022-03-11,pl1s,0.55
2022-03-11,rb1s,0.55
2022-03-11,si1s,0.55
2022-03-14,cl1s,0.55
2022-03-14,es1s,0.55
2022-03-14,fesx1s,0.55
2022-03-14,hg1s,0.55
2022-03-14,ng1s,0.55
2022-03-14,nq1s,0.55
2022-03-14,pl1s,0.55
2022-03-14,rb1s,0.55
2022-03-15,es1s,0.55
2022-03-15,fesx1s,0.55
2022-03-15,hg1s,0.55
2022-03-15,ng1s,0.55
2022-03-15,nq1s,0.55
2022-03-15,pl1s,0.55
2022-03-15,rb1s,0.55
2022-03-15,si1s,0.55
2022-03-16,es1s,0.55
2022-03-16,fesx1s,0.55
2022-03-16,hg1s,0.55
2022-03-16,ng1s,0.55
2022-03-16,nq1s,0.55
2022-03-16,pl1s,0.55
2022-03-16,rb1s,0.55
2022-03-17,es1s,0.55
2022-03-17,fesx1s,0.55
2022-03-17,hg1s,0.55
2022-03-17,ng1s,0.55
2022-03-17,nq1s,0.55
2022-03-17,pl1s,0.55
2022-03-17,rb1s,0.55
2022-03-17,si1s,0.55
2022-03-18,cl1s,0.55
2022-03-18,es1s,0.55
2022-03-18,fesx1s,0.55
2022-03-18,hg1s,0.55
2022-03-18,nq1s,0.55
2022-03-18,pl1s,0.55
2022-03-18,rb1s,0.55
2022-03-18,si1s,0.55
2022-03-21,cl1s,0.55
2022-03-21,es1s,0.55
2022-03-21,fesx1s,0.55
2022-03-21,hg1s,0.55
2022-03-21,nq1s,0.55
2022-03-21,rb1s,0.55
2022-03-22,cl1s,0.55
2022-03-22,es1s,0.55
2022-03-22,fesx1s,0.55
2022-03-22,gc1s,0.55
2022-03-22,hg1s,0.55
2022-03-22,nq1s,0.55
2022-03-22,rb1s,0.55
2022-03-22,si1s,0.55
2022-03-23,cl1s,0.55
2022-03-23,es1s,0.55
2022-03-23,fesx1s,0.55
2022-03-23,hg1s,0.55
2022-03-23,nq1s,0.55
2022-03-23,rb1s,0.55
2022-03-23,si1s,0.55
2022-03-24,cl1s,0.55
2022-03-24,es1s,0.55
2022-03-24,fesx1s,0.55
2022-03-24,hg1s,0.55
2022-03-24,nq1s,0.55
2022-03-24,pl1s,0.55
2022-03-24,rb1s,0.55
2022-03-24,si1s,0.55
2022-03-25,cl1s,0.55
2022-03-25,es1s,0.55
2022-03-25,fesx1s,0.55
2022-03-25,hg1s,0.55
2022-03-25,nq1s,0.55
2022-03-25,pl1s,0.55
2022-03-25,rb1s,0.55
2022-03-25,si1s,0.55
2022-03-28,cl1s,0.55
2022-03-28,es1s,0.55
2022-03-28,fesx1s,0.55
2022-03-28,hg1s,0.55
2022-03-28,nq1s,0.55
2022-03-28,pl1s,0.55
2022-03-28,rb1s,0.55
2022-03-28,si1s,0.55
2022-03-29,es1s,0.55
2022-03-29,fesx1s,0.55
2022-03-29,hg1s,0.55
2022-03-29,nq1s,0.55
2022-03-29,pl1s,0.55
2022-03-29,rb1s,0.55
2022-03-29,si1s,0.55
2022-03-30,es1s,0.55
2022-03-30,fesx1s,0.55
2022-03-30,hg1s,0.55
2022-03-30,nq1s,0.55
2022-03-30,rb1s,0.55
2022-03-30,si1s,0.55
2022-03-31,es1s,0.55
2022-03-31,fesx1s,0.55
2022-03-31,hg1s,0.55
2022-03-31,nq1s,0.55
2022-03-31,rb1s,0.55
2022-03-31,si1s,0.55
2022-04-01,es1s,0.55
2022-04-01,fesx1s,0.55
2022-04-01,hg1s,0.55
2022-04-01,nq1s,0.55
2022-04-01,rb1s,0.55
2022-04-01,si1s,0.55
2022-04-04,es1s,0.55
2022-04-04,fesx1s,0.55
2022-04-04,hg1s,0.55
2022-04-04,nq1s,0.55
2022-04-04,pl1s,0.55
2022-04-04,rb1s,0.55
2022-04-04,si1s,0.55
2022-04-05,es1s,0.55
2022-04-05,fesx1s,0.55
2022-04-05,hg1s,0.55
2022-04-05,nq1s,0.55
2022-04-05,pl1s,0.55
2022-04-05,rb1s,0.55
2022-04-05,si1s,0.55
2022-04-06,es1s,0.55
2022-04-06,fesx1s,0.55
2022-04-06,hg1s,0.55
2022-04-06,nq1s,0.55
2022-04-06,pl1s,0.55
2022-04-06,rb1s,0.55
2022-04-06,si1s,0.55
2022-04-07,es1s,0.55
2022-04-07,fesx1s,0.55
2022-04-07,hg1s,0.55
2022-04-07,nq1s,0.55
2022-04-07,pl1s,0.55
2022-04-07,rb1s,0.55
2022-04-07,si1s,0.55
2022-04-08,es1s,0.55
2022-04-08,fesx1s,0.55
2022-04-08,hg1s,0.55
2022-04-08,nq1s,0.55
2022-04-08,pl1s,0.55
2022-04-08,rb1s,0.55
2022-04-11,es1s,0.55
2022-04-11,fesx1s,0.55
2022-04-11,hg1s,0.55
2022-04-11,nq1s,0.55
2022-04-11,pl1s,0.55
2022-04-11,rb1s,0.55
2022-04-11,si1s,0.55
2022-04-12,es1s,0.55
2022-04-12,fesx1s,0.55
2022-04-12,hg1s,0.55
2022-04-12,nq1s,0.55
2022-04-12,pl1s,0.55
2022-04-12,rb1s,0.55
2022-04-12,si1s,0.55
2022-04-13,cl1s,0.55
2022-04-13,es1s,0.55
2022-04-13,fesx1s,0.55
2022-04-13,hg1s,0.55
2022-04-13,nq1s,0.55
2022-04-13,pl1s,0.55
2022-04-13,rb1s,0.55
2022-04-13,si1s,0.55
2022-04-14,cl1s,0.55
2022-04-14,es1s,0.55
2022-04-14,fesx1s,0.55
2022-04-14,hg1s,0.55
2022-04-14,nq1s,0.55
2022-04-14,pl1s,0.55
2022-04-14,rb1s,0.55
2022-04-14,si1s,0.55
2022-04-18,es1s,0.55
2022-04-18,hg1s,0.55
2022-04-18,nq1s,0.55
2022-04-18,pl1s,0.55
2022-04-18,rb1s,0.55
2022-04-18,si1s,0.55
2022-04-19,es1s,0.55
2022-04-19,fesx1s,0.55
2022-04-19,hg1s,0.55
2022-04-19,nq1s,0.55
2022-04-19,pl1s,0.55
2022-04-19,rb1s,0.55
2022-04-19,si1s,0.55
2022-04-20,es1s,0.55
2022-04-20,fesx1s,0.55
2022-04-20,hg1s,0.55
2022-04-20,nq1s,0.55
2022-04-20,pl1s,0.55
2022-04-20,rb1s,0.55
2022-04-21,es1s,0.55
2022-04-21,fesx1s,0.55
2022-04-21,hg1s,0.55
2022-04-21,nq1s,0.55
2022-04-21,pl1s,0.55
2022-04-21,rb1s,0.55
2022-04-21,si1s,0.55
2022-04-22,es1s,0.55
2022-04-22,fesx1s,0.55
2022-04-22,hg1s,0.55
2022-04-22,nq1s,0.55
2022-04-22,pl1s,0.55
2022-04-22,rb1s,0.55
2022-04-22,si1s,0.55
2022-04-25,es1s,0.55
2022-04-25,fesx1s,0.55
2022-04-25,gc1s,0.55
2022-04-25,hg1s,0.55
2022-04-25,nq1s,0.55
2022-04-25,rb1s,0.55
2022-04-25,si1s,0.55
2022-04-26,es1s,0.55
2022-04-26,fesx1s,0.55
2022-04-26,hg1s,0.55
2022-04-26,nq1s,0.55
2022-04-26,rb1s,0.55
2022-04-26,si1s,0.55
2022-04-27,cl1s,0.55
2022-04-27,es1s,0.55
2022-04-27,fesx1s,0.55
2022-04-27,gc1s,0.55
2022-04-27,hg1s,0.55
2022-04-27,nq1s,0.55
2022-04-27,pl1s,0.55
2022-04-27,rb1s,0.55
2022-04-27,si1s,0.55
2022-04-28,cl1s,0.55
2022-04-28,es1s,0.55
2022-04-28,fesx1s,0.55
2022-04-28,gc1s,0.55
2022-04-28,hg1s,0.55
2022-04-28,nq1s,0.55
2022-04-28,pl1s,0.55
2022-04-28,rb1s,0.55
2022-04-28,si1s,0.55
2022-04-29,cl1s,0.55
2022-04-29,es1s,0.55
2022-04-29,fesx1s,0.55
2022-04-29,hg1s,0.55
2022-04-29,nq1s,0.55
2022-04-29,pl1s,0.55
2022-04-29,rb1s,0.55
2022-04-29,si1s,0.55
2022-05-02,cl1s,0.55
2022-05-02,es1s,0.55
2022-05-02,fesx1s,0.55
2022-05-02,gc1s,0.55
2022-05-02,hg1s,0.55
2022-05-02,nq1s,0.55
2022-05-02,pl1s,0.55
2022-05-02,rb1s,0.55
2022-05-02,si1s,0.55
2022-05-03,cl1s,0.55
2022-05-03,es1s,0.55
2022-05-03,fesx1s,0.55
2022-05-03,hg1s,0.55
2022-05-03,nq1s,0.55
2022-05-03,rb1s,0.55
2022-05-03,si1s,0.55
2022-05-04,cl1s,0.55
2022-05-04,es1s,0.55
2022-05-04,fesx1s,0.55
2022-05-04,hg1s,0.55
2022-05-04,ng1s,0.55
2022-05-04,nq1s,0.55
2022-05-04,rb1s,0.55
2022-05-04,si1s,0.55
2022-05-05,cl1s,0.55
2022-05-05,es1s,0.55
2022-05-05,fesx1s,0.55
2022-05-05,hg1s,0.55
2022-05-05,ng1s,0.55
2022-05-05,nq1s,0.55
2022-05-05,pl1s,0.55
2022-05-05,rb1s,0.55
2022-05-05,si1s,0.55
2022-05-06,cl1s,0.55
2022-05-06,es1s,0.55
2022-05-06,fesx1s,0.55
2022-05-06,hg1s,0.55
2022-05-06,ng1s,0.55
2022-05-06,nq1s,0.55
2022-05-06,pl1s,0.55
2022-05-06,rb1s,0.55
2022-05-06,si1s,0.55
2022-05-09,cl1s,0.55
2022-05-09,es1s,0.55
2022-05-09,fesx1s,0.55
2022-05-09,gc1s,0.55
2022-05-09,hg1s,0.55
2022-05-09,nq1s,0.55
2022-05-09,pl1s,0.55
2022-05-09,rb1s,0.55
2022-05-09,si1s,0.55
2022-05-10,cl1s,0.55
2022-05-10,es1s,0.55
2022-05-10,fesx1s,0.55
2022-05-10,gc1s,0.55
2022-05-10,hg1s,0.55
2022-05-10,nq1s,0.55
2022-05-10,pl1s,0.55
2022-05-10,rb1s,0.55
2022-05-10,si1s,0.55
2022-05-11,cl1s,0.55
2022-05-11,es1s,0.55
2022-05-11,fesx1s,0.55
2022-05-11,hg1s,0.55
2022-05-11,nq1s,0.55
2022-05-11,pl1s,0.55
2022-05-11,rb1s,0.55
2022-05-11,si1s,0.55
2022-05-12,cl1s,0.55
2022-05-12,es1s,0.55
2022-05-12,fesx1s,0.55
2022-05-12,gc1s,0.55
2022-05-12,hg1s,0.55
2022-05-12,nq1s,0.55
2022-05-12,pl1s,0.55
2022-05-12,rb1s,0.55
2022-05-12,si1s,0.55
2022-05-13,cl1s,0.55
2022-05-13,es1s,0.55
2022-05-13,fesx1s,0.55
2022-05-13,gc1s,0.55
2022-05-13,hg1s,0.55
2022-05-13,nq1s,0.55
2022-05-13,pl1s,0.55
2022-05-13,rb1s,0.55
2022-05-13,si1s,0.55
2022-05-16,cl1s,0.55
2022-05-16,es1s,0.55
2022-05-16,fesx1s,0.55
2022-05-16,hg1s,0.55
2022-05-16,nq1s,0.55
2022-05-16,pl1s,0.55
2022-05-16,rb1s,0.55
2022-05-16,si1s,0.55
2022-05-17,cl1s,0.55
2022-05-17,es1s,0.55
2022-05-17,fesx1s,0.55
2022-05-17,gc1s,0.55
2022-05-17,hg1s,0.55
2022-05-17,ng1s,0.55
2022-05-17,nq1s,0.55
2022-05-17,pl1s,0.55
2022-05-17,rb1s,0.55
2022-05-17,si1s,0.55
2022-05-18,cl1s,0.55
2022-05-18,es1s,0.55
2022-05-18,fesx1s,0.55
2022-05-18,gc1s,0.55
2022-05-18,hg1s,0.55
2022-05-18,ng1s,0.55
2022-05-18,nq1s,0.55
2022-05-18,pl1s,0.55
2022-05-18,rb1s,0.55
2022-05-18,si1s,0.55
2022-05-19,cl1s,0.55
2022-05-19,es1s,0.55
2022-05-19,fesx1s,0.55
2022-05-19,hg1s,0.55
2022-05-19,ng1s,0.55
2022-05-19,nq1s,0.55
2022-05-19,rb1s,0.55
2022-05-19,si1s,0.55
2022-05-20,cl1s,0.55
2022-05-20,es1s,0.55
2022-05-20,fesx1s,0.55
2022-05-20,hg1s,0.55
2022-05-20,nq1s,0.55
2022-05-20,pl1s,0.55
2022-05-20,rb1s,0.55
2022-05-20,si1s,0.55
2022-05-23,cl1s,0.55
2022-05-23,es1s,0.55
2022-05-23,fesx1s,0.55
2022-05-23,hg1s,0.55
2022-05-23,nq1s,0.55
2022-05-23,rb1s,0.55
2022-05-23,si1s,0.55
2022-05-24,cl1s,0.55
2022-05-24,es1s,0.55
2022-05-24,fesx1s,0.55
2022-05-24,hg1s,0.55
2022-05-24,nq1s,0.55
2022-05-24,pl1s,0.55
2022-05-24,rb1s,0.55
2022-05-24,si1s,0.55
2022-05-25,cl1s,0.55
2022-05-25,es1s,0.55
2022-05-25,fesx1s,0.55
2022-05-25,hg1s,0.55
2022-05-25,ng1s,0.55
2022-05-25,nq1s,0.55
2022-05-25,pl1s,0.55
2022-05-25,rb1s,0.55
2022-05-25,si1s,0.55
2022-05-26,cl1s,0.55
2022-05-26,fesx1s,0.55
2022-05-26,hg1s,0.55
2022-05-26,nq1s,0.55
2022-05-26,pl1s,0.55
2022-05-26,rb1s,0.55
2022-05-26,si1s,0.55
2022-05-27,cl1s,0.55
2022-05-27,es1s,0.55
2022-05-27,fesx1s,0.55
2022-05-27,hg1s,0.55
2022-05-27,nq1s,0.55
2022-05-27,pl1s,0.55
2022-05-27,rb1s,0.55
2022-05-27,si1s,0.55
2022-05-30,fesx1s,0.55
2022-05-31,cl1s,0.55
2022-05-31,es1s,0.55
2022-05-31,fesx1s,0.55
2022-05-31,gc1s,0.55
2022-05-31,hg1s,0.55
2022-05-31,ho1s,0.55
2022-05-31,nq1s,0.55
2022-05-31,pl1s,0.55
2022-05-31,rb1s,0.55
2022-05-31,si1s,0.55
2022-06-01,cl1s,0.55
2022-06-01,fesx1s,0.55
2022-06-01,gc1s,0.55
2022-06-01,hg1s,0.55
2022-06-01,ng1s,0.55
2022-06-01,pl1s,0.55
2022-06-01,rb1s,0.55
2022-06-01,si1s,0.55
2022-06-02,cl1s,0.55
2022-06-02,es1s,0.55
2022-06-02,fesx1s,0.55
2022-06-02,hg1s,0.55
2022-06-02,ho1s,0.55
2022-06-02,ng1s,0.55
2022-06-02,nq1s,0.55
2022-06-02,rb1s,0.55
2022-06-02,si1s,0.55
2022-06-03,cl1s,0.55
2022-06-03,es1s,0.55
2022-06-03,fesx1s,0.55
2022-06-03,gc1s,0.55
2022-06-03,hg1s,0.55
2022-06-03,ng1s,0.55
2022-06-03,nq1s,0.55
2022-06-03,pl1s,0.55
2022-06-03,rb1s,0.55
2022-06-03,si1s,0.55
2022-06-06,cl1s,0.55
2022-06-06,fesx1s,0.55
2022-06-06,hg1s,0.55
2022-06-06,ng1s,0.55
2022-06-06,nq1s,0.55
2022-06-06,rb1s,0.55
2022-06-06,si1s,0.55
2022-06-07,cl1s,0.55
2022-06-07,fesx1s,0.55
2022-06-07,gc1s,0.55
2022-06-07,hg1s,0.55
2022-06-07,ng1s,0.55
2022-06-07,nq1s,0.55
2022-06-07,rb1s,0.55
2022-06-07,si1s,0.55
2022-06-08,cl1s,0.55
2022-06-08,es1s,0.55
2022-06-08,fesx1s,0.55
2022-06-08,hg1s,0.55
2022-06-08,ng1s,0.55
2022-06-08,nq1s,0.55
2022-06-08,rb1s,0.55
